,StnPres,SeaPres,StnPresMax,StnPresMaxTime,StnPresMin,StnPresMinTime,Tx,TxMaxAbs,TxMaxAbsTime,TxMinAbs,TxMinAbsTime,Td,WS,WD,WSGust,WDGust,WGustTime,Precp,PrecpDay,PrecpMax10,PrecpMax10Time,PrecpHrMax,PrecpHrMaxTime,Precp1DayMax,Precp1DayMaxTime,RH,EvapA,SunShine,GloblRad,TxSoil0cm,TxSoil5cm,TxSoil10cm,TxSoil20cm,TxSoil50cm,TxSoil100cm
2021-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,1018.5,1019.7,1025.5,2021-12-27 07:58:00,1010.7,2021-12-21 14:33:00,20.8,30.0,2021-12-24 13:41:00,14.3,2021-12-28 03:10:00,17.1,2.3,350.0,9.3,310.0,2021-12-24 14:14:00,1.0,2.0,0.5,2021-12-21 23:07:00,0.5,2021-12-21 22:17:00,0.5,2021-12-21 00:00:00,80.0,,80.5,123.51,21.9,22.2,22.7,23.6,25.5,26.8
2022-01-01,1016.4,1017.6,1023.6,2022-01-01 00:08:00,1008.6,2022-01-29 17:02:00,20.4,27.8,2022-01-05 12:44:00,12.2,2022-01-14 06:37:00,16.4,2.5,330.0,11.7,290.0,2022-01-13 15:22:00,92.0,3.0,5.5,2022-01-22 12:30:00,9.5,2022-01-22 22:29:00,50.5,2022-01-22 00:00:00,78.0,,241.3,396.42,21.4,21.7,22.1,22.8,24.6,26.1
